Material,Material Desc.,Requested Qty.,Sales Unit,Status Text,Requested Del. Date,Date Received,Sold-To State,Sold-To Name,Ship-To Name
100290,PLUMS PITTED DRIED PKG-24/1 LB,600.00,CS,Canceled,6/15/25,,SC,SC Dept of Agriculture,Lowcountry Food Bank
100290,PLUMS PITTED DRIED PKG-24/1 LB,900.00,CS,Canceled,7/31/25,,SC,SC Dept of Agriculture,LOWCOUNTRY FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,600.00,CS,Canceled,7/31/25,,SC,SC Dept of Agriculture,Lowcountry Food Bank
100290,PLUMS PITTED DRIED PKG-24/1 LB,654.00,CS,Canceled,5/31/25,,TN,TN Dept. of Agriculture (2),SECOND HARVEST FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,846.00,CS,Canceled,5/31/25,,TN,TN Dept. of Agriculture (2),Second Harvest Food Bank of East Tenness
100290,PLUMS PITTED DRIED PKG-24/1 LB,321.00,CS,Canceled,6/15/25,,TN,TN Dept. of Agriculture (2),SECOND HARVEST FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1179.00,CS,Canceled,6/15/25,,TN,TN Dept. of Agriculture (2),Mid-South Food Bank
100290,PLUMS PITTED DRIED PKG-24/1 LB,703.00,CS,Canceled,6/30/25,,TN,TN Dept. of Agriculture (2),SECOND HARVEST FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,423.00,CS,Canceled,6/30/25,,TN,TN Dept. of Agriculture (2),CHATTANOOGA AREA FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,374.00,CS,Canceled,6/30/25,,TN,TN Dept. of Agriculture (2),SECOND HARVEST FOOD BANK OF NORTHEAST
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,5/31/25,,TX,TX Dept. of Agriculture,CENTRAL TEXAS FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,5/31/25,,TX,TX Dept. of Agriculture,SAN ANTONIO FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,5/31/25,,TX,TX Dept. of Agriculture,HOUSTON FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,5/31/25,,TX,TX Dept. of Agriculture,HIGH PLAINS FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,5/31/25,,TX,TX Dept. of Agriculture,El Pasoans Fighting Hunger
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,5/31/25,,TX,TX Dept. of Agriculture,SOUTH PLAINS FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,6/15/25,,TX,TX Dept. of Agriculture,SOUTHEAST TEXAS FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1125.00,CS,Canceled,6/15/25,,TX,TX Dept. of Agriculture,HOUSTON FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,South Texas Food Bank
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,Food Bank of the Golden Crescent
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,Coastal Bend Food Bank
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,TARRANT AREA FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1125.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,THE REGIONAL EAST TEXAS FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,THE WEST TEXAS FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,HOUSTON FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,"NORTH TEXAS FOOD BANK, Plano"
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,6/30/25,,TX,TX Dept. of Agriculture,Food Bank of the Rio Grande Valley Inc.
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,7/15/25,,TX,TX Dept. of Agriculture,TARRANT AREA FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,7/15/25,,TX,TX Dept. of Agriculture,CENTRAL TEXAS FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,7/15/25,,TX,TX Dept. of Agriculture,SAN ANTONIO FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,7/31/25,,TX,TX Dept. of Agriculture,HOUSTON FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,7/31/25,,TX,TX Dept. of Agriculture,"NORTH TEXAS FOOD BANK, Plano"
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,6/15/25,,UT,UT State Office of Education,UTAH FOOD BANK SERVICES
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,7/31/25,,UT,UT State Office of Education,UTAH FOOD BANK SERVICES
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,5/31/25,,VA,VA Dept. of Agriculture,CAPITAL AREA FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,5/31/25,,VA,VA Dept. of Agriculture,FEEDMORE
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,6/15/25,,VA,VA Dept. of Agriculture,BLUE RIDGE AREA FOODBANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,6/15/25,,VA,VA Dept. of Agriculture,SOUTHWEST VA 2ND HARVEST FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,6/30/25,,VA,VA Dept. of Agriculture,SOUTHEASTERN VIRGINIA FOODBANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,6/30/25,,VA,VA Dept. of Agriculture,FREDERICKSBURG REGIONAL FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1125.00,CS,Canceled,6/15/25,,VT,VT AOE/CN Programs/USDA Foods,VERMONT FOODBANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,375.00,CS,Canceled,6/15/25,,VT,VT AOE/CN Programs/USDA Foods,Vermont Foodbank-Brattleboro Facility
100290,PLUMS PITTED DRIED PKG-24/1 LB,1500.00,CS,Canceled,5/31/25,,WA,WA State Dept. of Agriculture,Northwest Harvest ( Auburn)
100290,PLUMS PITTED DRIED PKG-24/1 LB,385.00,CS,Canceled,6/15/25,,WA,WA State Dept. of Agriculture,SPOKANE FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,314.00,CS,Canceled,6/15/25,,WA,WA State Dept. of Agriculture,Comm Services of Moses Lake
100290,PLUMS PITTED DRIED PKG-24/1 LB,801.00,CS,Canceled,6/15/25,,WA,WA State Dept. of Agriculture,Northwest Harvest ( Auburn)
100290,PLUMS PITTED DRIED PKG-24/1 LB,400.00,CS,Canceled,6/15/25,,WA,WA State Dept. of Agriculture,THURSTON COUNTY FOOD BANK
100290,PLUMS PITTED DRIED PKG-24/1 LB,1100.00,CS,Canceled,6/15/25,,WA,WA State Dept. of Agriculture,FOOD LIFELINE
100290,PLUMS PITTED DRIED PKG-24/1 LB,514.00,CS,Canceled,6/15/25,,WA,WA State Dept. of Agriculture,EMERGENCY FOOD NETWORK
100290,PLUMS PITTED DRIED PKG-24/1 LB,338.00,CS,Canceled,6/15/25,,WA,WA State Dept. of Agriculture,Volunteers of America - Arlington
100290,PLUMS PITTED DRIED PKG-24/1 LB,648.00,CS,Canceled,6/15/25,,WA,WA State Dept. of Agriculture,Northwest Harvest ( Auburn)
100290,PLUMS PITTED DRIED PKG-24/1 LB,500.00,CS,Canceled,6/30/25,,WV,WV Dept. of Agriculture,Facing Hunger Food Bank
100290,PLUMS PITTED DRIED PKG-24/1 LB,1000.00,CS,Canceled,6/30/25,,WV,WV Dept. of Agriculture,MFB - Weston
100290,PLUMS PITTED DRIED PKG-24/1 LB,750.00,CS,Canceled,6/30/25,,WY,WY Dept. of Family Services,FOOD BANK OF WYOMING
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,528.00,CS,Canceled,6/15/25,,AL,AL Dept. of Education,Community Food Bank of Central Alabama
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,422.00,CS,Canceled,6/15/25,,AL,AL Dept. of Education,Food Bank of North Alabama
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,633.00,CS,Canceled,6/15/25,,AL,AL Dept. of Education,Heart of Alabama Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,317.00,CS,Canceled,6/15/25,,AL,AL Dept. of Education,Feeding The Gulf Coast
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,273.00,CS,Canceled,6/30/25,,AR,AR Department of Education,River Valley Regional Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,403.00,CS,Canceled,6/30/25,,AR,AR Department of Education,ARVAC COLD STORAGE
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,274.00,CS,Canceled,6/30/25,,AR,AR Department of Education,Foodbank of North Central Arkansas
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/30/25,,AZ,AZ Dept. of Economic Security,ST MARY'S FOOD BANK ALLIANCE
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,7/15/25,,AZ,AZ Dept. of Economic Security,COMMUNITY FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,7/15/25,,AZ,AZ Dept. of Economic Security,UNITED FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,7/15/25,,AZ,AZ Dept. of Economic Security,ST MARY'S FOOD BANK ALLIANCE
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,7/15/25,,AZ,AZ Dept. of Economic Security,YUMA COMMUNITY FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,SAN FRANCISCO FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,REDWOOD EMPIRE FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Community Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Jacobs & Cushman San Diego Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Imperial Valley Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Second Harvest Food Bank Santa Cruz Coun
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,Second Harvest of Silicon Valley
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,CA,CA Dept. of Social Services,SACRAMENTO FOOD BANK & FAMILY SVS
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Second Harvest of Silicon Valley
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,REDWOOD EMPIRE FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,FOOD SHARE WAREHOUSE
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,FOOD BANK OF SANTA BARBARA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,COMMUNITY ACTION PARTNERSHIP OF KERN
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,San Joaquin County DA - Lineage Logistic
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,SAN FRANCISCO FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Community Action Partnership of San Bern
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,MERCED COUNTY FOOD BANK INC
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,Salvation Army Modesto Corps
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,CA,CA Dept. of Social Services,CalFoods Logistics-ProPacific Fresh
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/30/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,Jacobs & Cushman San Diego Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/15/25,,CA,CA Dept. of Social Services,CalFoods Logistics-ProPacific Fresh
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/31/25,,CA,CA Dept. of Social Services,LARFB - Pellissier
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,713.00,CS,Canceled,5/31/25,,CO,CO Dept. of Human Services,FOOD BANK OF THE ROCKIES
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,237.00,CS,Canceled,5/31/25,,CO,CO Dept. of Human Services,Food Bank of the Rockies/Grand Junction
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,7/15/25,,CO,CO Dept. of Human Services,WELD COUNTY TEFAP
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,7/15/25,,CO,CO Dept. of Human Services,CARE AND SHARE FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,CT,CT Dept. of Social Services,CONNECTICUT FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/30/25,,CT,CT Dept. of Social Services,CONNECTICUT FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,DC,DC Dept. of Health,Capital Area Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,DE,DE Government Support Services,"Food Bank of Delaware, Inc"
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,DE,DE Government Support Services,Food Bank of Delaware New Milford Branch
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share Broward County
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,FARM SHARE INC
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share Palm Beach
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,Palm Beach Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,FL,FL Dept. of Ag and Consumer Services,FEEDING SOUTH FLORIDA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,ALL FAITHS FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,"Feeding America Tampa Bay, Inc."
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,FARM SHARE INC
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,FL,FL Dept. of Ag and Consumer Services,Farm Share Broward County
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/30/25,,FL,FL Dept. of Ag and Consumer Services,Regional Food Bank of NE
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/31/25,,FL,FL Dept. of Ag and Consumer Services,Harry Chapin Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,GA,GA Dept. of Human Resources,MIDDLE GA COMMUNITY FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/30/25,,GA,GA Dept. of Human Resources,Second Harvest of Coastal Ga
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/30/25,,GA,GA Dept. of Human Resources,SECOND HARVEST FOOD BANK OF SOUTH GA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/30/25,,GA,GA Dept. of Human Resources,ATLANTA COMMUNITY FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/15/25,,GA,GA Dept. of Human Resources,Food Bank of Northeast Georgia
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,601.00,CS,Canceled,6/15/25,,HI,HI Dept. of Labor & Industrial Relations,HAWAII FOODBANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,50.00,CS,Canceled,6/15/25,,HI,HI Dept. of Labor & Industrial Relations,The Hawaii Foodbank Inc.
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,183.00,CS,Canceled,6/15/25,,HI,HI Dept. of Labor & Industrial Relations,THE FOOD BASKET INC
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,116.00,CS,Canceled,6/15/25,,HI,HI Dept. of Labor & Industrial Relations,MAUI FOOD BANK INC
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,562.00,CS,Canceled,6/15/25,,IA,IA Dept. of Human Services,FOOD BANK OF IOWA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,388.00,CS,Canceled,6/15/25,,IA,IA Dept. of Human Services,RIVER BEND FOODBANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,318.00,CS,Canceled,6/15/25,,ID,ID Dept. of Health & Welfare,CAP - N
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,632.00,CS,Canceled,6/15/25,,ID,ID Dept. of Health & Welfare,BOISE COLD STORAGE
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,450.00,CS,Canceled,5/31/25,,IL,IL Dept. of Human Services (2),EASTERN ILLINOIS FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,200.00,CS,Canceled,5/31/25,,IL,IL Dept. of Human Services (2),Northern Illinois Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,300.00,CS,Canceled,5/31/25,,IL,IL Dept. of Human Services (2),RIVER BEND FOODBANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,IL,IL Dept. of Human Services (2),Northern Illinois Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,510.00,CS,Canceled,7/15/25,,IL,IL Dept. of Human Services (2),ST LOUIS AREA FOODBANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,440.00,CS,Canceled,7/15/25,,IL,IL Dept. of Human Services (2),CENTRAL ILLINOIS FOODBANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/31/25,,IL,IL Dept. of Human Services (2),GREATER CHICAGO FOOD DEPOSITORY
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,340.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,300.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,FOOD FINDERS FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,310.00,CS,Canceled,5/31/25,,IN,IN State Department of Health,Food Bank of NWI
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,485.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,THE FOOD BANK OF NORTHERN INDIANA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,275.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,A2H FOOD BANK OF EAST CENTRAL INDIANA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,190.00,CS,Canceled,6/15/25,,IN,IN State Department of Health,Terre Haute Catholic Charities Foodbank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,430.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,GLEANERS FOOD BANK OF INDIANA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,310.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,COMMUNITY HARVEST FOOD BANK OF NE IN
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,210.00,CS,Canceled,6/30/25,,IN,IN State Department of Health,"Tri-State Food Bank, Inc"
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,KS,KS Dept. for Children and Families,AMERICOLD LOGISTICS
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,350.00,CS,Canceled,6/15/25,,KY,KY Dept. of Agriculture,DARE TO CARE
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,350.00,CS,Canceled,6/15/25,,KY,KY Dept. of Agriculture,FEEDING AMERICA KENTUCKY'S HEARTLAND
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,250.00,CS,Canceled,6/15/25,,KY,KY Dept. of Agriculture,Northern KYY ADD
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,200.00,CS,Canceled,6/15/25,,KY,KY Dept. of Agriculture,"Tri-State Food Bank, Inc"
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,200.00,CS,Canceled,6/15/25,,KY,KY Dept. of Agriculture,Purchase ADD- Mayfield
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,550.00,CS,Canceled,6/15/25,,KY,KY Dept. of Agriculture,GOD'S PANTRY FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,5/31/25,,LA,LA Dept. of Agriculture and Forestry,FOOD BANK OF CENTRAL LOUISIANA
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,LA,LA Dept. of Agriculture and Forestry,Northwest LA Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,316.00,CS,Canceled,6/15/25,,LA,LA Dept. of Agriculture and Forestry,SECOND HARVEST FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,634.00,CS,Canceled,6/15/25,,LA,LA Dept. of Agriculture and Forestry,SECOND HARVEST FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,238.00,CS,Canceled,6/15/25,,MA,MA Dept. of Education,WORCESTER COUNTY FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,237.00,CS,Canceled,6/15/25,,MA,MA Dept. of Education,Merrimack Valley Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,712.00,CS,Canceled,6/30/25,,MA,MA Dept. of Education,THE GREATER BOSTON FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,238.00,CS,Canceled,6/30/25,,MA,MA Dept. of Education,Western Massachusetts Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,475.00,CS,Canceled,6/15/25,,MD,MD Dept. of Human Resources,Capital Area Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/15/25,,MD,MD Dept. of Human Resources,MARYLAND FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,6/15/25,,ME,ME Dept of Agriculture,GOOD SHEPHERD FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,950.00,CS,Canceled,7/31/25,,ME,ME Dept of Agriculture,GOOD SHEPHERD FOOD BANK
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,190.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,MID MICHIGAN CAA-TEFAP
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,300.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,Macomb Community Action
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,460.00,CS,Canceled,5/31/25,,MI,MI Dept. of Education,Greater Lansing Food Bank
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,425.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,FOOD BANK OF EASTERN MICHIGAN
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,225.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,GCCARD
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,300.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,Macomb Community Action
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,237.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,SAMARITAS
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,713.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,FEEDING AMERICA WEST MI
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,190.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,MID MICHIGAN CAA-TEFAP
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,190.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,Food Gatherers
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,570.00,CS,Canceled,6/15/25,,MI,MI Dept. of Education,Gleaners Community Food Bank (TEFAP)
110380,PORK CHOPS BNLS FRZ PKG-40/1 LB,225.00,CS,Canceled,6/30/25,,MI,MI Dept. of Education,GCCARD
